
RK34 Adaptation Method: 
time:     V1:        V2:     
0.0000000630   0.3046874490   0.1233108378   
0.0000000636   0.3338194178   0.1274199761   
0.0000000642   0.3621730661   0.1331383896   
0.0000000649   0.3896794340   0.1404606740   
0.0000000657   0.4162887780   0.1493562207   
0.0000000666   0.4419683441   0.1597679433   
0.0000000676   0.4666976737   0.1716095000   
0.0000000686   0.4904603578   0.1847593853   
0.0000000698   0.5132298858   0.1990490453   
0.0000000712   0.4684531143   0.2102342689   
0.0000000715   0.4458864074   0.2113725531   
0.0000000721   0.4077747355   0.2115902660   
0.0000000727   0.3727217296   0.2096711435   
0.0000000734   0.3404530232   0.2058943903   
0.0000000740   0.3107054781   0.2005159667   
0.0000000747   0.2832439541   0.1937711961   
0.0000000755   0.2578588083   0.1858776843   
0.0000000762   0.2343639806   0.1770379357   
0.0000000770   0.2125957177   0.1674418193   
0.0000000778   0.1924119334   0.1572690404   
0.0000000787   0.1736921775   0.1466917452   
0.0000000796   0.1563380897   0.1358772803   
0.0000000806   0.1607328355   0.1256513908   
0.0000000808   0.1715726948   0.1238538221   
0.0000000811   0.1911669230   0.1220413465   
0.0000000812   0.2001518308   0.1214530925   
0.0000000817   0.2312387883   0.1202850110   
0.0000000822   0.2618715866   0.1205702650   
0.0000000827   0.2919637619   0.1223787993   
0.0000000833   0.3214063292   0.1257625342   
0.0000000839   0.3501039410   0.1307507786   
0.0000000846   0.3779794836   0.1373488143   
0.0000000853   0.4049752887   0.1455370986   
0.0000000862   0.4310519034   0.1552703150   
0.0000000871   0.4561845725   0.1664754158   
0.0000000881   0.4803567771   0.1790473681   
0.0000000893   0.5035490902   0.1928403716   
0.0000000906   0.5076163751   0.2071617146   
0.0000000909   0.4929913661   0.2096259789   
0.0000000912   0.4659250871   0.2118429424   
0.0000000914   0.4522785515   0.2125139408   
0.0000000920   0.4136194762   0.2129452926   
0.0000000926   0.3780836493   0.2111991456   
0.0000000933   0.3453747785   0.2075594177   
0.0000000939   0.3152253385   0.2022856777   
0.0000000946   0.2873962996   0.1956164452   
0.0000000953   0.2616744934   0.1877721611   
0.0000000961   0.2378706257   0.1789578415   
0.0000000969   0.2158179356   0.1693655657   
0.0000000977   0.1953714927   0.1591769563   
0.0000000986   0.1764081133   0.1485657837   
0.0000000995   0.1588267827   0.1377007333   

