
RK34 Adaptation Method: 
time:     V1:        V2:     
0.0000000042   0.2642162895   0.0425879031   
0.0000000042   0.2657666390   0.0431298231   
0.0000000042   0.2673092791   0.0436731375   
0.0000000043   0.2688442604   0.0442178145   
0.0000000043   0.2703716332   0.0447638231   
0.0000000043   0.2718914472   0.0453111324   
0.0000000044   0.2734037519   0.0458597118   
0.0000000044   0.2749085964   0.0464095310   
0.0000000044   0.2764060293   0.0469605603   
0.0000000044   0.2778960989   0.0475127700   
0.0000000045   0.2793788530   0.0480661310   
0.0000000045   0.2808543393   0.0486206142   
0.0000000045   0.2823226048   0.0491761912   
0.0000000046   0.2837836963   0.0497328336   
0.0000000046   0.2852376602   0.0502905134   
0.0000000046   0.2866845427   0.0508492030   
0.0000000047   0.2881243893   0.0514088751   
0.0000000047   0.2895572454   0.0519695025   
0.0000000047   0.2909831559   0.0525310585   
0.0000000047   0.2924021655   0.0530935167   
0.0000000048   0.2938143185   0.0536568509   
0.0000000048   0.2952196588   0.0542210352   
0.0000000048   0.2966182300   0.0547860439   
0.0000000049   0.2980100753   0.0553518519   
0.0000000049   0.2993952377   0.0559184341   
0.0000000049   0.3007737596   0.0564857657   
0.0000000050   0.3021456834   0.0570538223   
0.0000000050   0.3035110510   0.0576225797   
0.0000000050   0.3048699040   0.0581920140   
0.0000000051   0.3062222836   0.0587621014   
0.0000000051   0.3075682308   0.0593328187   
0.0000000051   0.3089077863   0.0599041428   
0.0000000051   0.3102409903   0.0604760506   
0.0000000052   0.3115678828   0.0610485197   
0.0000000052   0.3128885037   0.0616215277   
0.0000000052   0.3142028921   0.0621950526   
0.0000000053   0.3155110873   0.0627690724   
0.0000000053   0.3168131281   0.0633435656   
0.0000000053   0.3181090529   0.0639185108   
0.0000000054   0.3193988999   0.0644938870   
0.0000000054   0.3206827070   0.0650696733   
0.0000000054   0.3219605118   0.0656458490   
0.0000000054   0.3232323517   0.0662223938   
0.0000000055   0.3244982637   0.0667992876   
0.0000000055   0.3257582845   0.0673765104   
0.0000000055   0.3270124506   0.0679540425   
0.0000000056   0.3282607982   0.0685318646   
0.0000000056   0.3295033632   0.0691099573   
0.0000000056   0.3307401813   0.0696883017   
0.0000000057   0.3319712879   0.0702668789   
0.0000000057   0.3331967179   0.0708456705   
0.0000000057   0.3344165063   0.0714246580   
0.0000000057   0.3356306877   0.0720038233   
0.0000000058   0.3368392962   0.0725831486   
0.0000000058   0.3380423661   0.0731626161   
0.0000000058   0.3392399310   0.0737422083   
0.0000000059   0.3404320245   0.0743219079   
0.0000000059   0.3416186799   0.0749016978   
0.0000000059   0.3427999302   0.0754815612   
0.0000000060   0.3439758082   0.0760614814   
0.0000000060   0.3451463463   0.0766414418   
0.0000000060   0.3463115770   0.0772214262   
0.0000000060   0.3474715322   0.0778014186   
0.0000000061   0.3486262437   0.0783814029   
0.0000000061   0.3497757430   0.0789613635   
0.0000000061   0.3509200616   0.0795412849   
0.0000000062   0.3520592305   0.0801211518   
0.0000000062   0.3531932805   0.0807009490   
0.0000000062   0.3543222423   0.0812806615   
0.0000000063   0.3554461462   0.0818602745   
0.0000000063   0.3565650224   0.0824397736   
0.0000000063   0.3576789009   0.0830191442   
0.0000000064   0.3587878114   0.0835983720   
0.0000000064   0.3598917833   0.0841774432   
0.0000000064   0.3609908459   0.0847563436   
0.0000000064   0.3620850284   0.0853350597   
0.0000000065   0.3631743595   0.0859135778   
0.0000000065   0.3642588678   0.0864918847   
0.0000000065   0.3653385819   0.0870699670   
0.0000000066   0.3664135297   0.0876478117   
0.0000000066   0.3674837395   0.0882254059   
0.0000000066   0.3685492389   0.0888027369   
0.0000000067   0.3696100555   0.0893797921   
0.0000000067   0.3706662167   0.0899565592   
0.0000000067   0.3717177498   0.0905330258   
0.0000000067   0.3727646815   0.0911091799   
0.0000000068   0.3738070388   0.0916850095   
0.0000000068   0.3748448482   0.0922605029   
0.0000000068   0.3758781360   0.0928356483   
0.0000000069   0.3769069286   0.0934104343   
0.0000000069   0.3779312518   0.0939848496   
0.0000000069   0.3789511314   0.0945588830   
0.0000000070   0.3799665932   0.0951325234   
0.0000000070   0.3809776625   0.0957057599   
0.0000000070   0.3819843645   0.0962785817   
0.0000000070   0.3829867243   0.0968509783   
0.0000000071   0.3839847668   0.0974229391   
0.0000000071   0.3849785168   0.0979944537   
0.0000000071   0.3859679986   0.0985655121   
0.0000000072   0.3869532366   0.0991361040   
0.0000000072   0.3879342550   0.0997062196   
0.0000000072   0.3889110778   0.1002758491   
0.0000000073   0.3898837288   0.1008449827   
0.0000000073   0.3908522316   0.1014136109   
0.0000000073   0.3918166097   0.1019817243   
0.0000000073   0.3927768863   0.1025493137   
0.0000000074   0.3937330847   0.1031163697   
0.0000000074   0.3946852278   0.1036828835   
0.0000000074   0.3956333383   0.1042488461   
0.0000000075   0.3965774389   0.1048142486   
0.0000000075   0.3975175521   0.1053790825   
0.0000000075   0.3984537001   0.1059433391   
0.0000000076   0.3993859052   0.1065070100   
0.0000000076   0.4003141893   0.1070700869   
0.0000000076   0.4012385742   0.1076325616   
0.0000000077   0.4021590816   0.1081944260   
0.0000000077   0.4030757331   0.1087556721   
0.0000000077   0.4039885500   0.1093162921   
0.0000000077   0.4048975535   0.1098762782   
0.0000000078   0.4058027646   0.1104356228   
0.0000000078   0.4067042044   0.1109943183   
0.0000000078   0.4076018935   0.1115523574   
0.0000000079   0.4084958526   0.1121097327   
0.0000000079   0.4093861022   0.1126664369   
0.0000000079   0.4102726625   0.1132224631   
0.0000000080   0.4111555538   0.1137778041   
0.0000000080   0.4120347961   0.1143324532   
0.0000000080   0.4129104092   0.1148864034   
0.0000000080   0.4137824130   0.1154396481   
0.0000000081   0.4146508271   0.1159921808   
0.0000000081   0.4155156710   0.1165439948   
0.0000000081   0.4163769639   0.1170950839   
0.0000000082   0.4172347252   0.1176454417   
0.0000000082   0.4180889738   0.1181950619   
0.0000000082   0.4189397288   0.1187439386   
0.0000000083   0.4197870089   0.1192920656   
0.0000000083   0.4206308327   0.1198394371   
0.0000000083   0.4214712190   0.1203860472   
0.0000000083   0.4223081860   0.1209318902   
0.0000000084   0.4231417521   0.1214769603   
0.0000000084   0.4239719353   0.1220212522   
0.0000000084   0.4247987539   0.1225647602   
0.0000000085   0.4256222256   0.1231074789   
0.0000000085   0.4264423682   0.1236494032   
0.0000000085   0.4272591995   0.1241905277   
0.0000000086   0.4280727369   0.1247308474   
0.0000000086   0.4288829979   0.1252703571   
0.0000000086   0.4296899998   0.1258090520   
0.0000000086   0.4304937598   0.1263469271   
0.0000000087   0.4312942948   0.1268839776   
0.0000000087   0.4320916220   0.1274201988   
0.0000000087   0.4328857580   0.1279555861   
0.0000000088   0.4336767196   0.1284901349   
0.0000000088   0.4344645235   0.1290238406   
0.0000000088   0.4352491860   0.1295566990   
0.0000000089   0.4360307236   0.1300887057   
0.0000000089   0.4368091526   0.1306198563   
0.0000000089   0.4375844890   0.1311501468   
0.0000000090   0.4383567490   0.1316795729   
0.0000000090   0.4391259484   0.1322081308   
0.0000000090   0.4398921031   0.1327358163   
0.0000000090   0.4406552288   0.1332626257   
0.0000000091   0.4414153411   0.1337885550   
0.0000000091   0.4421724556   0.1343136006   
0.0000000091   0.4429265875   0.1348377587   
0.0000000092   0.4436777523   0.1353610257   
0.0000000092   0.4444259650   0.1358833982   
0.0000000092   0.4451712409   0.1364048725   
0.0000000093   0.4459135948   0.1369254453   
0.0000000093   0.4466530418   0.1374451132   
0.0000000093   0.4473895965   0.1379638730   
0.0000000093   0.4481232737   0.1384817214   
0.0000000094   0.4488540879   0.1389986553   
0.0000000094   0.4495820536   0.1395146716   
0.0000000094   0.4503071854   0.1400297672   
0.0000000095   0.4510294973   0.1405439392   
0.0000000095   0.4517490038   0.1410571847   
0.0000000095   0.4524657188   0.1415695008   
0.0000000096   0.4531796564   0.1420808847   
0.0000000096   0.4538908305   0.1425913337   
0.0000000096   0.4545992549   0.1431008451   
0.0000000096   0.4553049435   0.1436094164   
0.0000000097   0.4560079098   0.1441170449   
0.0000000097   0.4567081675   0.1446237281   
0.0000000097   0.4574057299   0.1451294637   
0.0000000098   0.4581006105   0.1456342491   
0.0000000098   0.4587928226   0.1461380822   
0.0000000098   0.4594823793   0.1466409605   
0.0000000099   0.4601692939   0.1471428819   
0.0000000099   0.4608535793   0.1476438443   
0.0000000099   0.4615352486   0.1481438453   
0.0000000099   0.4622143144   0.1486428831   
0.0000000100   0.4628907898   0.1491409556   
0.0000000100   0.4635610581   0.1496380601   
0.0000000100   0.4641623834   0.1501340880   
0.0000000101   0.4646704760   0.1506287978   
0.0000000101   0.4650858934   0.1511219172   
0.0000000101   0.4654091890   0.1516131774   
0.0000000102   0.4656409121   0.1521023127   
0.0000000102   0.4657816078   0.1525890609   
0.0000000102   0.4658318173   0.1530731628   
0.0000000102   0.4657920775   0.1535543624   
0.0000000103   0.4656629215   0.1540324070   
0.0000000103   0.4654448784   0.1545070470   
0.0000000103   0.4651384733   0.1549780356   
0.0000000104   0.4647442275   0.1554451295   
0.0000000104   0.4642626582   0.1559080881   
0.0000000104   0.4636942790   0.1563666741   
0.0000000105   0.4630395997   0.1568206528   
0.0000000105   0.4622991261   0.1572697928   
0.0000000105   0.4614733605   0.1577138653   
0.0000000106   0.4605628014   0.1581526447   
0.0000000106   0.4595679435   0.1585859081   
0.0000000106   0.4584892780   0.1590134353   
0.0000000106   0.4573272924   0.1594350092   
0.0000000107   0.4560824707   0.1598504151   
0.0000000107   0.4547552933   0.1602594415   
0.0000000107   0.4533462370   0.1606618792   
0.0000000108   0.4518557752   0.1610575219   
0.0000000108   0.4502843778   0.1614461660   
0.0000000108   0.4486325112   0.1618276104   
0.0000000109   0.4469006384   0.1622016567   
0.0000000109   0.4450892191   0.1625681091   
0.0000000109   0.4431987096   0.1629267742   
0.0000000109   0.4412295628   0.1632774614   
0.0000000110   0.4391822284   0.1636199825   
0.0000000110   0.4370592913   0.1639541516   
0.0000000110   0.4349195290   0.1642798779   
0.0000000111   0.4327936331   0.1645972132   
0.0000000111   0.4306814949   0.1649062495   
0.0000000111   0.4285830066   0.1652070783   
0.0000000112   0.4264980612   0.1654997899   
0.0000000112   0.4244265529   0.1657844741   
0.0000000112   0.4223683766   0.1660612193   
0.0000000112   0.4203234281   0.1663301137   
0.0000000113   0.4182916042   0.1665912441   
0.0000000113   0.4162728024   0.1668446968   
0.0000000113   0.4142669214   0.1670905572   
0.0000000114   0.4122738604   0.1673289097   
0.0000000114   0.4102935197   0.1675598382   
0.0000000114   0.4083258004   0.1677834256   
0.0000000115   0.4063706043   0.1679997540   
0.0000000115   0.4044278344   0.1682089047   
0.0000000115   0.4024973940   0.1684109584   
0.0000000115   0.4005791877   0.1686059948   
0.0000000116   0.3986731208   0.1687940930   
0.0000000116   0.3967790991   0.1689753311   
0.0000000116   0.3948970296   0.1691497868   
0.0000000117   0.3930268199   0.1693175367   
0.0000000117   0.3911683784   0.1694786570   
0.0000000117   0.3893216144   0.1696332228   
0.0000000118   0.3874864378   0.1697813089   
0.0000000118   0.3856627592   0.1699229889   
0.0000000118   0.3838504904   0.1700583360   
0.0000000119   0.3820495434   0.1701874227   
0.0000000119   0.3802598313   0.1703103207   
0.0000000119   0.3784812678   0.1704271010   
0.0000000119   0.3767137674   0.1705378339   
0.0000000120   0.3749572453   0.1706425892   
0.0000000120   0.3732116175   0.1707414358   
0.0000000120   0.3714768004   0.1708344420   
0.0000000121   0.3697527116   0.1709216755   
0.0000000121   0.3680392689   0.1710032033   
0.0000000121   0.3663363912   0.1710790917   
0.0000000122   0.3646439979   0.1711494065   
0.0000000122   0.3629620091   0.1712142127   
0.0000000122   0.3612903455   0.1712735748   
0.0000000122   0.3596289287   0.1713275566   
0.0000000123   0.3579776807   0.1713762213   
0.0000000123   0.3563365243   0.1714196314   
0.0000000123   0.3547053829   0.1714578489   
0.0000000124   0.3530841807   0.1714909352   
0.0000000124   0.3514728423   0.1715189511   
0.0000000124   0.3498712931   0.1715419567   
0.0000000125   0.3482794591   0.1715600117   
0.0000000125   0.3466972669   0.1715731750   
0.0000000125   0.3451246438   0.1715815050   
0.0000000125   0.3435615175   0.1715850597   
0.0000000126   0.3420078165   0.1715838963   
0.0000000126   0.3404634699   0.1715780715   
0.0000000126   0.3389284073   0.1715676417   
0.0000000127   0.3374025590   0.1715526622   
0.0000000127   0.3358858558   0.1715331884   
0.0000000127   0.3343782291   0.1715092746   
0.0000000128   0.3328796110   0.1714809750   
0.0000000128   0.3313899339   0.1714483430   
0.0000000128   0.3299091310   0.1714114316   
0.0000000128   0.3284371361   0.1713702931   
0.0000000129   0.3269738833   0.1713249796   
0.0000000129   0.3255193074   0.1712755425   
0.0000000129   0.3240733439   0.1712220326   
0.0000000130   0.3226359285   0.1711645003   
0.0000000130   0.3212069978   0.1711029956   
0.0000000130   0.3197864887   0.1710375679   
0.0000000131   0.3183743386   0.1709682661   
0.0000000131   0.3169704856   0.1708951387   
0.0000000131   0.3155748683   0.1708182337   
0.0000000132   0.3141874256   0.1707375984   
0.0000000132   0.3128080971   0.1706532801   
0.0000000132   0.3114368230   0.1705653251   
0.0000000132   0.3100735437   0.1704737797   
0.0000000133   0.3087182002   0.1703786895   
0.0000000133   0.3073707343   0.1702800997   
0.0000000133   0.3060310878   0.1701780550   
0.0000000134   0.3046992034   0.1700725997   
0.0000000134   0.3033750240   0.1699637777   
0.0000000134   0.3020584931   0.1698516324   
0.0000000135   0.3007495546   0.1697362069   
0.0000000135   0.2994481530   0.1696175436   
0.0000000135   0.2981542332   0.1694956848   
0.0000000135   0.2968677404   0.1693706721   
0.0000000136   0.2955886205   0.1692425469   
0.0000000136   0.2943168197   0.1691113500   
0.0000000136   0.2930522847   0.1689771221   
0.0000000137   0.2917949626   0.1688399030   
0.0000000137   0.2905448011   0.1686997326   
0.0000000137   0.2893017480   0.1685566502   
0.0000000138   0.2880657519   0.1684106946   
0.0000000138   0.2868367616   0.1682619043   
0.0000000138   0.2856147263   0.1681103174   
0.0000000138   0.2843995959   0.1679559718   
0.0000000139   0.2831913204   0.1677989047   
0.0000000139   0.2819898503   0.1676391532   
0.0000000139   0.2807951367   0.1674767538   
0.0000000140   0.2796071308   0.1673117429   
0.0000000140   0.2784257844   0.1671441562   
0.0000000140   0.2772510496   0.1669740294   
0.0000000141   0.2760828791   0.1668013976   
0.0000000141   0.2749212257   0.1666262955   
0.0000000141   0.2737660428   0.1664487578   
0.0000000141   0.2726172840   0.1662688183   
0.0000000142   0.2714749035   0.1660865111   
0.0000000142   0.2703388558   0.1659018693   
0.0000000142   0.2692090956   0.1657149263   
0.0000000143   0.2680855782   0.1655257146   
0.0000000143   0.2669682592   0.1653342668   
0.0000000143   0.2658570945   0.1651406149   
0.0000000144   0.2647520405   0.1649447906   
0.0000000144   0.2636530538   0.1647468255   
0.0000000144   0.2625600914   0.1645467507   
0.0000000145   0.2614731107   0.1643445969   
0.0000000145   0.2603920694   0.1641403946   
0.0000000145   0.2593169257   0.1639341741   
0.0000000145   0.2582476378   0.1637259653   
0.0000000146   0.2571841647   0.1635157976   
0.0000000146   0.2561264653   0.1633037003   
0.0000000146   0.2550744991   0.1630897025   
0.0000000147   0.2540282259   0.1628738328   
0.0000000147   0.2529876057   0.1626561195   
0.0000000147   0.2519525990   0.1624365908   
0.0000000148   0.2509231664   0.1622152745   
0.0000000148   0.2498992691   0.1619921981   
0.0000000148   0.2488808684   0.1617673888   
0.0000000148   0.2478679261   0.1615408735   
0.0000000149   0.2468604040   0.1613126790   
0.0000000149   0.2458582645   0.1610828317   
0.0000000149   0.2448614703   0.1608513576   
0.0000000150   0.2438699842   0.1606182826   
0.0000000150   0.2428837695   0.1603836324   
0.0000000150   0.2419027897   0.1601474322   
0.0000000151   0.2409270086   0.1599097071   
0.0000000151   0.2399563902   0.1596704820   
0.0000000151   0.2389908991   0.1594297813   
0.0000000151   0.2380304999   0.1591876293   
0.0000000152   0.2370751575   0.1589440502   
0.0000000152   0.2361248372   0.1586990676   
0.0000000152   0.2351795046   0.1584527052   
0.0000000153   0.2342391254   0.1582049862   
0.0000000153   0.2333036658   0.1579559337   
0.0000000153   0.2323730921   0.1577055704   
0.0000000154   0.2314473710   0.1574539191   
0.0000000154   0.2305264693   0.1572010019   
0.0000000154   0.2296103542   0.1569468411   
0.0000000154   0.2286989932   0.1566914584   
0.0000000155   0.2277923539   0.1564348756   
0.0000000155   0.2268904043   0.1561771140   
0.0000000155   0.2259931127   0.1559181948   
0.0000000156   0.2251004474   0.1556581391   
0.0000000156   0.2242123772   0.1553969675   
0.0000000156   0.2233288711   0.1551347005   
0.0000000157   0.2224498983   0.1548713586   
0.0000000157   0.2215754283   0.1546069617   
0.0000000157   0.2207054307   0.1543415298   
0.0000000158   0.2198398756   0.1540750826   
0.0000000158   0.2189787331   0.1538076394   
0.0000000158   0.2181219736   0.1535392196   
0.0000000158   0.2172695678   0.1532698422   
0.0000000159   0.2164214867   0.1529995261   
0.0000000159   0.2155777013   0.1527282898   
0.0000000159   0.2147381830   0.1524561520   
0.0000000160   0.2139029034   0.1521831307   
0.0000000160   0.2130718343   0.1519092441   
0.0000000160   0.2122449478   0.1516345100   
0.0000000161   0.2114222161   0.1513589461   
0.0000000161   0.2106036117   0.1510825699   
0.0000000161   0.2097891073   0.1508053987   
0.0000000161   0.2089786759   0.1505274496   
0.0000000162   0.2081722904   0.1502487394   
0.0000000162   0.2073699244   0.1499692850   
0.0000000162   0.2065715513   0.1496891029   
0.0000000163   0.2057771449   0.1494082095   
0.0000000163   0.2049866793   0.1491266210   
0.0000000163   0.2042001284   0.1488443534   
0.0000000164   0.2034174669   0.1485614225   
0.0000000164   0.2026386691   0.1482778441   
0.0000000164   0.2018637100   0.1479936337   
0.0000000164   0.2010925644   0.1477088065   
0.0000000165   0.2003252076   0.1474233779   
0.0000000165   0.1995616149   0.1471373627   
0.0000000165   0.1988017620   0.1468507758   
0.0000000166   0.1980456245   0.1465636319   
0.0000000166   0.1972931785   0.1462759455   
0.0000000166   0.1965443999   0.1459877311   
0.0000000167   0.1957992653   0.1456990027   
0.0000000167   0.1950577510   0.1454097744   
0.0000000167   0.1943198338   0.1451200601   
0.0000000167   0.1935854906   0.1448298736   
0.0000000168   0.1928546984   0.1445392284   
0.0000000168   0.1921274344   0.1442481379   
0.0000000168   0.1914036760   0.1439566155   
0.0000000169   0.1906834009   0.1436646743   
0.0000000169   0.1899665868   0.1433723273   
0.0000000169   0.1892532116   0.1430795872   
0.0000000170   0.1885432535   0.1427864669   
0.0000000170   0.1878366907   0.1424929788   
0.0000000170   0.1871335017   0.1421991355   
0.0000000171   0.1864336650   0.1419049491   
0.0000000171   0.1857371595   0.1416104317   
0.0000000171   0.1850439641   0.1413155955   
0.0000000171   0.1843540579   0.1410204523   
0.0000000172   0.1836674201   0.1407250137   
0.0000000172   0.1829840303   0.1404292915   
0.0000000172   0.1823038679   0.1401332970   
0.0000000173   0.1816269128   0.1398370416   
0.0000000173   0.1809531448   0.1395405366   
0.0000000173   0.1802825439   0.1392437929   
0.0000000174   0.1796150905   0.1389468216   
0.0000000174   0.1789507648   0.1386496334   
0.0000000174   0.1782895473   0.1383522391   
0.0000000174   0.1776314188   0.1380546493   
0.0000000175   0.1769763600   0.1377568744   
0.0000000175   0.1763243519   0.1374589248   
0.0000000175   0.1756753755   0.1371608106   
0.0000000176   0.1750294122   0.1368625420   
0.0000000176   0.1743864433   0.1365641290   
0.0000000176   0.1737464503   0.1362655814   
0.0000000177   0.1731094149   0.1359669090   
0.0000000177   0.1724753190   0.1356681213   
0.0000000177   0.1718441444   0.1353692281   
0.0000000177   0.1712158733   0.1350702385   
0.0000000178   0.1705904879   0.1347711621   
0.0000000178   0.1699679706   0.1344720079   
0.0000000178   0.1693483037   0.1341727850   
0.0000000179   0.1687314701   0.1338735025   
0.0000000179   0.1681174523   0.1335741691   
0.0000000179   0.1675062334   0.1332747937   
0.0000000180   0.1668977963   0.1329753849   
0.0000000180   0.1662921241   0.1326759513   
0.0000000180   0.1656892002   0.1323765013   
0.0000000180   0.1650890080   0.1320770433   
0.0000000181   0.1644915309   0.1317775856   
0.0000000181   0.1638967526   0.1314781363   
0.0000000181   0.1633046569   0.1311787034   
0.0000000182   0.1627152276   0.1308792950   
0.0000000182   0.1621284489   0.1305799188   
0.0000000182   0.1615443047   0.1302805827   
0.0000000183   0.1609627795   0.1299812944   
0.0000000183   0.1603838574   0.1296820613   
0.0000000183   0.1598075231   0.1293828911   
0.0000000184   0.1592337612   0.1290837911   
0.0000000184   0.1586625563   0.1287847685   
0.0000000184   0.1580938932   0.1284858307   
0.0000000184   0.1575277570   0.1281869847   
0.0000000185   0.1569641327   0.1278882377   
0.0000000185   0.1564030054   0.1275895964   
0.0000000185   0.1558443605   0.1272910679   
0.0000000186   0.1552881832   0.1269926589   
0.0000000186   0.1547344592   0.1266943760   
0.0000000186   0.1541831740   0.1263962259   
0.0000000187   0.1536343133   0.1260982152   
0.0000000187   0.1530878630   0.1258003502   
0.0000000187   0.1525438089   0.1255026373   
0.0000000187   0.1520021372   0.1252050829   
0.0000000188   0.1514628338   0.1249076931   
0.0000000188   0.1509258851   0.1246104740   
0.0000000188   0.1503912773   0.1243134317   
0.0000000189   0.1498589970   0.1240165722   
0.0000000189   0.1493290306   0.1237199013   
0.0000000189   0.1488013647   0.1234234249   
0.0000000190   0.1482759862   0.1231271486   
0.0000000190   0.1477528818   0.1228310783   
0.0000000190   0.1472320384   0.1225352194   
0.0000000190   0.1467134431   0.1222395776   
0.0000000191   0.1461970830   0.1219441581   
0.0000000191   0.1456829452   0.1216489665   
0.0000000191   0.1451710172   0.1213540079   
0.0000000192   0.1446612862   0.1210592878   
0.0000000192   0.1441537397   0.1207648111   
0.0000000192   0.1436483654   0.1204705831   
0.0000000193   0.1431451509   0.1201766087   
0.0000000193   0.1426440839   0.1198828929   
0.0000000193   0.1421451523   0.1195894406   
0.0000000193   0.1416483440   0.1192962567   
0.0000000194   0.1411536470   0.1190033458   
0.0000000194   0.1406610495   0.1187107127   
0.0000000194   0.1401705397   0.1184183621   
0.0000000195   0.1396821057   0.1181262985   
0.0000000195   0.1391957360   0.1178345263   
0.0000000195   0.1387114190   0.1175430501   
0.0000000196   0.1382291432   0.1172518743   
0.0000000196   0.1377488973   0.1169610031   
0.0000000196   0.1372706699   0.1166704409   
0.0000000197   0.1367944498   0.1163801918   
0.0000000197   0.1363202259   0.1160902599   
0.0000000197   0.1358479870   0.1158006494   
0.0000000197   0.1353777222   0.1155113644   
0.0000000198   0.1349094207   0.1152224087   
0.0000000198   0.1344430714   0.1149337862   
0.0000000198   0.1339786638   0.1146455009   
0.0000000199   0.1335161870   0.1143575566   
0.0000000199   0.1330556306   0.1140699569   
0.0000000199   0.1325969839   0.1137827056   
0.0000000200   0.1321402366   0.1134958064   
0.0000000200   0.1316853782   0.1132092627   
0.0000000200   0.1312438559   0.1129230853   
0.0000000200   0.1308797610   0.1126374207   
0.0000000201   0.1306081020   0.1123525200   
