
RK34 Adaptation Method: 
time:     V1:        V2:     
0.0000000100   0.6130973972   3.1606416864   
0.0000000102   0.6187761680   3.1970641542   
0.0000000104   0.6203821406   3.2327653903   
0.0000000106   0.6179959637   3.2677596802   
0.0000000108   0.6116966888   3.3020610259   
0.0000000110   0.6015618020   3.3356831513   
0.0000000112   0.5896498301   3.3686395064   
0.0000000114   0.5779737360   3.4009432733   
0.0000000116   0.5665288489   3.4326073730   
0.0000000118   0.5553105905   3.4636444709   
0.0000000120   0.5443144732   3.4940669820   
0.0000000122   0.5335360981   3.5238870759   
0.0000000124   0.5229711537   3.5531166809   
0.0000000126   0.5126154136   3.5817674895   
0.0000000128   0.5024647351   3.6098509627   
0.0000000130   0.4925150578   3.6373783347   
0.0000000132   0.4827624015   3.6643606170   
0.0000000134   0.4732028647   3.6908086034   
0.0000000136   0.4638326235   3.7167328737   
0.0000000138   0.4546479293   3.7421437984   
0.0000000140   0.4456451081   3.7670515426   
0.0000000142   0.4368205584   3.7914660702   
0.0000000144   0.4281707502   3.8153971477   
0.0000000146   0.4196922232   3.8388543481   
0.0000000148   0.4113815859   3.8618470552   
0.0000000150   0.4032355137   3.8843844666   
0.0000000152   0.3952507479   3.9064755980   
0.0000000154   0.3874240943   3.9281292866   
0.0000000156   0.3797524222   3.9493541944   
0.0000000158   0.3722326625   3.9701588120   
0.0000000160   0.3648618072   3.9905514620   
0.0000000162   0.3576369076   4.0105403020   
0.0000000164   0.3505550736   4.0301333281   
0.0000000166   0.3436134723   4.0493383782   
0.0000000168   0.3368093268   4.0681631348   
0.0000000170   0.3301399153   4.0866151285   
0.0000000172   0.3236025697   4.1047017405   
0.0000000174   0.3171946749   4.1224302061   
0.0000000176   0.3109136677   4.1398076171   
0.0000000178   0.3047570353   4.1568409252   
0.0000000180   0.2987223149   4.1735369441   
0.0000000182   0.2928070926   4.1899023527   
0.0000000184   0.2870090019   4.2059436977   
0.0000000186   0.2813257236   4.2216673961   
0.0000000188   0.2757549840   4.2370797379   
0.0000000190   0.2702945549   4.2521868885   
0.0000000192   0.2649422517   4.2669948912   
0.0000000194   0.2596959334   4.2815096696   
0.0000000196   0.2545535014   4.2957370301   
0.0000000198   0.2495128985   4.3096826641   
0.0000000200   0.2445721084   4.3233521502   
0.0000000202   0.2417117295   4.3367509567   
0.0000000204   0.2428683395   4.3498844434   
0.0000000206   0.2479623952   4.3627578643   
0.0000000208   0.2569159282   4.3753763690   
0.0000000210   0.2696525142   4.3877450053   
0.0000000212   0.2841146670   4.3998687210   
0.0000000214   0.2982904440   4.4117523661   
0.0000000216   0.3121855160   4.4234006942   
0.0000000218   0.3258054413   4.4348183652   
0.0000000220   0.3391556683   4.4460099464   
0.0000000222   0.3522415376   4.4569799147   
0.0000000224   0.3650682839   4.4677326586   
0.0000000226   0.3776410382   4.4782724794   
0.0000000228   0.3899648301   4.4886035934   
0.0000000230   0.4020445895   4.4987301332   
0.0000000232   0.4138851485   4.5086561499   
0.0000000234   0.4254912439   4.5183856142   
0.0000000236   0.4368675184   4.5279224180   
0.0000000238   0.4480185228   4.5372703764   
0.0000000240   0.4589487178   4.5464332289   
0.0000000242   0.4696624760   4.5554146407   
0.0000000244   0.4801640831   4.5642182048   
0.0000000246   0.4904577401   4.5728474428   
0.0000000248   0.5005475647   4.5813058064   
0.0000000250   0.5104375932   4.5895966794   
0.0000000252   0.5201317819   4.5977233782   
0.0000000254   0.5296340088   4.6056891535   
0.0000000256   0.5389480750   4.6134971918   
0.0000000258   0.5480777065   4.6211506163   
0.0000000260   0.5570265554   4.6286524884   
0.0000000262   0.5657982015   4.6360058088   
0.0000000264   0.5743961537   4.6432135188   
0.0000000266   0.5828238515   4.6502785011   
0.0000000268   0.5910846662   4.6572035815   
0.0000000270   0.5991819023   4.6639915297   
0.0000000272   0.6071187991   4.6706450602   
0.0000000274   0.6148985314   4.6771668340   
0.0000000276   0.6225242116   4.6835594589   
0.0000000278   0.6299988899   4.6898254909   
0.0000000280   0.6373255566   4.6959674353   
0.0000000282   0.6445071426   4.7019877476   
0.0000000284   0.6515465206   4.7078888340   
0.0000000286   0.6584465067   4.7136730532   
0.0000000288   0.6652098610   4.7193427165   
0.0000000290   0.6718392891   4.7249000892   
0.0000000292   0.6783374430   4.7303473912   
0.0000000294   0.6847069221   4.7356867979   
0.0000000296   0.6909502745   4.7409204411   
0.0000000298   0.6970699976   4.7460504098   
0.0000000300   0.7030685395   4.7510787509   
0.0000000302   0.7069657248   4.7560074785   
0.0000000304   0.7068253905   4.7608385911   
0.0000000306   0.7027274867   4.7655740591   
0.0000000308   0.6947503799   4.7702158072   
0.0000000310   0.6829708853   4.7747657080   
0.0000000312   0.6694468717   4.7792255782   
0.0000000314   0.6561906571   4.7835971837   
0.0000000316   0.6431969387   4.7878822573   
0.0000000318   0.6304605185   4.7920825022   
0.0000000320   0.6179763017   4.7961995909   
0.0000000322   0.6057392941   4.8002351654   
0.0000000324   0.5937446006   4.8041908365   
0.0000000326   0.5819874229   4.8080681841   
0.0000000328   0.5704630578   4.8118687575   
0.0000000330   0.5591668952   4.8155940758   
0.0000000332   0.5480944164   4.8192456285   
0.0000000334   0.5372411919   4.8228248755   
0.0000000336   0.5266028801   4.8263332484   
0.0000000338   0.5161752255   4.8297721502   
0.0000000340   0.5059540566   4.8331429563   
0.0000000342   0.4959352846   4.8364470151   
0.0000000344   0.4861149018   4.8396856480   
0.0000000346   0.4764889797   4.8428601507   
0.0000000348   0.4670536676   4.8459717929   
0.0000000350   0.4578051912   4.8490218193   
0.0000000352   0.4487398507   4.8520114499   
0.0000000354   0.4398540197   4.8549418808   
0.0000000356   0.4311441437   4.8578142840   
0.0000000358   0.4226067383   4.8606298088   
0.0000000360   0.4142383885   4.8633895813   
0.0000000362   0.4060357466   4.8660947055   
0.0000000364   0.3979955313   4.8687462635   
0.0000000366   0.3901145263   4.8713453161   
0.0000000368   0.3823895789   4.8738929030   
0.0000000370   0.3748175989   4.8763900432   
0.0000000372   0.3673955574   4.8788377357   
0.0000000374   0.3601204851   4.8812369596   
0.0000000376   0.3529894720   4.8835886747   
0.0000000378   0.3459996654   4.8858938218   
0.0000000380   0.3391482691   4.8881533229   
0.0000000382   0.3324325424   4.8903680820   
0.0000000384   0.3258497988   4.8925389850   
0.0000000386   0.3193974050   4.8946669003   
0.0000000388   0.3130727798   4.8967526792   
0.0000000390   0.3068733933   4.8987971561   
0.0000000392   0.3007967653   4.9008011487   
0.0000000394   0.2948404653   4.9027654588   
0.0000000396   0.2890021103   4.9046908722   
0.0000000398   0.2832793649   4.9065781590   
0.0000000400   0.2776699399   4.9084280742   
0.0000000402   0.2741541662   4.9102413579   
0.0000000404   0.2746683595   4.9120187354   
0.0000000406   0.2791327194   4.9137609178   
0.0000000408   0.2874690257   4.9154686019   
0.0000000410   0.2996006070   4.9171424708   
0.0000000412   0.3134697355   4.9187831943   
0.0000000414   0.3270642310   4.9203914286   
0.0000000416   0.3403895318   4.9219678170   
0.0000000418   0.3534509684   4.9235129901   
0.0000000420   0.3662537659   4.9250275662   
0.0000000422   0.3788030456   4.9265121510   
0.0000000424   0.3911038277   4.9279673384   
0.0000000426   0.4031610330   4.9293937105   
0.0000000428   0.4149794845   4.9307918379   
0.0000000430   0.4265639101   4.9321622800   
0.0000000432   0.4379189439   4.9335055848   
0.0000000434   0.4490491282   4.9348222898   
0.0000000436   0.4599589155   4.9361129216   
0.0000000438   0.4706526700   4.9373779965   
0.0000000440   0.4811346695   4.9386180206   
0.0000000442   0.4914091072   4.9398334897   
0.0000000444   0.5014800931   4.9410248902   
0.0000000446   0.5113516559   4.9421926985   
0.0000000448   0.5210277446   4.9433373816   
0.0000000450   0.5305122299   4.9444593973   
0.0000000452   0.5398089058   4.9455591944   
0.0000000454   0.5489214914   4.9466372125   
0.0000000456   0.5578536318   4.9476938828   
0.0000000458   0.5666089004   4.9487296275   
0.0000000460   0.5751907993   4.9497448607   
0.0000000462   0.5836027617   4.9507399880   
0.0000000464   0.5918481526   4.9517154072   
0.0000000466   0.5999302704   4.9526715076   
0.0000000468   0.6078523482   4.9536086711   
0.0000000470   0.6156175550   4.9545272718   
0.0000000472   0.6232289972   4.9554276760   
0.0000000474   0.6306897196   4.9563102428   
0.0000000476   0.6380027066   4.9571753239   
0.0000000478   0.6451708838   4.9580232636   
0.0000000480   0.6521971186   4.9588543994   
0.0000000482   0.6590842217   4.9596690615   
0.0000000484   0.6658349482   4.9604675734   
0.0000000486   0.6724519985   4.9612502515   
0.0000000488   0.6789380197   4.9620174059   
0.0000000490   0.6852956063   4.9627693397   
0.0000000492   0.6915273017   4.9635063494   
0.0000000494   0.6976355986   4.9642287253   
0.0000000496   0.7036229406   4.9649367510   
0.0000000498   0.7094917229   4.9656307038   
0.0000000500   0.7152442930   4.9663108548   
0.0000000502   0.7189003771   4.9669774803   
0.0000000504   0.7185237160   4.9676308845   
0.0000000506   0.7141941649   4.9682713800   
0.0000000508   0.7059899979   4.9688992639   
0.0000000510   0.6939879393   4.9695148075   
0.0000000512   0.6802457688   4.9701182515   
0.0000000514   0.6667757173   4.9707098122   
0.0000000516   0.6535723962   4.9712897039   
0.0000000518   0.6406305239   4.9718581439   
0.0000000520   0.6279449232   4.9724153493   
0.0000000522   0.6155105196   4.9729615360   
0.0000000524   0.6033223388   4.9734969179   
0.0000000526   0.5913755052   4.9740217056   
0.0000000528   0.5796652397   4.9745361070   
0.0000000530   0.5681868579   4.9750403261   
0.0000000532   0.5569357680   4.9755345635   
0.0000000534   0.5459074694   4.9760190162   
0.0000000536   0.5350975502   4.9764938772   
0.0000000538   0.5245016863   4.9769593362   
0.0000000540   0.5141156390   4.9774155792   
0.0000000542   0.5039352535   4.9778627882   
0.0000000544   0.4939564574   4.9783011422   
0.0000000546   0.4841752588   4.9787308164   
0.0000000548   0.4745877450   4.9791519825   
0.0000000550   0.4651900807   4.9795648089   
0.0000000552   0.4559785065   4.9799694608   
0.0000000554   0.4469493375   4.9803661000   
0.0000000556   0.4380989618   4.9807548851   
0.0000000558   0.4294238390   4.9811359717   
0.0000000560   0.4209204987   4.9815095121   
0.0000000562   0.4125855394   4.9818756559   
0.0000000564   0.4044156268   4.9822345493   
0.0000000566   0.3964074927   4.9825863361   
0.0000000568   0.3885579336   4.9829311569   
0.0000000570   0.3808638094   4.9832691497   
0.0000000572   0.3733220423   4.9836004497   
0.0000000574   0.3659296154   4.9839251893   
0.0000000576   0.3586835714   4.9842434985   
0.0000000578   0.3515810116   4.9845555047   
0.0000000580   0.3446190950   4.9848613326   
0.0000000582   0.3377950364   4.9851611045   
0.0000000584   0.3311061061   4.9854549405   
0.0000000586   0.3245496282   4.9857429580   
0.0000000588   0.3181229801   4.9860252723   
0.0000000590   0.3118235907   4.9863019962   
0.0000000592   0.3056489403   4.9865732406   
0.0000000594   0.2995965587   4.9868391138   
0.0000000596   0.2936640248   4.9870997223   
0.0000000598   0.2878489654   4.9873551702   
0.0000000600   0.2821490543   4.9876055599   
0.0000000602   0.2785445863   4.9878509914   
0.0000000604   0.2789718417   4.9880915629   
0.0000000606   0.2833509851   4.9883273707   
0.0000000608   0.2916037624   4.9885585091   
0.0000000610   0.3036534687   4.9887850706   
0.0000000612   0.3174423434   4.9890071457   
0.0000000614   0.3309581744   4.9892248234   
0.0000000616   0.3442063684   4.9894381906   
0.0000000618   0.3571922250   4.9896473328   
0.0000000620   0.3699209390   4.9898523336   
0.0000000622   0.3823976023   4.9900532751   
0.0000000624   0.3946272060   4.9902502375   
0.0000000626   0.4066146422   4.9904432997   
0.0000000628   0.4183647062   4.9906325389   
0.0000000630   0.4298820985   4.9908180307   
0.0000000632   0.4411714264   4.9909998495   
0.0000000634   0.4522372059   4.9911780678   
0.0000000636   0.4630838637   4.9913527570   
0.0000000638   0.4737157388   4.9915239868   
0.0000000640   0.4841370842   4.9916918259   
0.0000000642   0.4943520689   4.9918563411   
0.0000000644   0.5043647790   4.9920175984   
0.0000000646   0.5141792200   4.9921756620   
0.0000000648   0.5237993180   4.9923305952   
0.0000000650   0.5332289213   4.9924824597   
0.0000000652   0.5424718020   4.9926313162   
0.0000000654   0.5515316575   4.9927772240   
0.0000000656   0.5604121122   4.9929202412   
0.0000000658   0.5691167183   4.9930604246   
0.0000000660   0.5776489581   4.9931978302   
0.0000000662   0.5860122447   4.9933325122   
0.0000000664   0.5942099236   4.9934645241   
0.0000000666   0.6022452742   4.9935939181   
0.0000000668   0.6101215109   4.9937207451   
0.0000000670   0.6178417843   4.9938450551   
0.0000000672   0.6254091829   4.9939668965   
0.0000000674   0.6328267338   4.9940863171   
0.0000000676   0.6400974043   4.9942033630   
0.0000000678   0.6472241028   4.9943180794   
0.0000000680   0.6542096803   4.9944305103   
0.0000000682   0.6610569312   4.9945406983   
0.0000000684   0.6677685945   4.9946486850   
0.0000000686   0.6743473553   4.9947545107   
0.0000000688   0.6807958451   4.9948582142   
0.0000000690   0.6871166436   4.9949598333   
0.0000000692   0.6933122792   4.9950594042   
0.0000000694   0.6993852305   4.9951569620   
0.0000000696   0.7053379268   4.9952525401   
0.0000000698   0.7111727493   4.9953461708   
0.0000000700   0.7168920321   4.9954378847   
0.0000000702   0.7205154882   4.9955277230   
0.0000000704   0.7201068450   4.9956157609   
0.0000000706   0.7157459452   4.9957020871   
0.0000000708   0.7075110503   4.9957867785   
0.0000000710   0.6954788722   4.9958698900   
0.0000000712   0.6817071786   4.9959514487   
0.0000000714   0.6682081886   4.9960314611   
0.0000000716   0.6549765021   4.9961099361   
0.0000000718   0.6420068261   4.9961868894   
0.0000000720   0.6292939722   4.9962623413   
0.0000000722   0.6168328550   4.9963363147   
0.0000000724   0.6046184897   4.9964088342   
0.0000000726   0.5926459900   4.9964799254   
0.0000000728   0.5809105667   4.9965496144   
0.0000000730   0.5694075253   4.9966179274   
0.0000000732   0.5581322641   4.9966848904   
0.0000000734   0.5470802727   4.9967505295   
0.0000000736   0.5362471300   4.9968148704   
0.0000000738   0.5256285025   4.9968779382   
0.0000000740   0.5152201422   4.9969397580   
0.0000000742   0.5050178856   4.9970003543   
0.0000000744   0.4950176515   4.9970597511   
0.0000000746   0.4852154394   4.9971179721   
0.0000000748   0.4756073282   4.9971750404   
0.0000000750   0.4661894744   4.9972309789   
0.0000000752   0.4569581105   4.9972858098   
0.0000000754   0.4479095436   4.9973395551   
0.0000000756   0.4390401542   4.9973922363   
0.0000000758   0.4303463941   4.9974438743   
0.0000000760   0.4218247856   4.9974944898   
0.0000000762   0.4134719198   4.9975441031   
0.0000000764   0.4052844553   4.9975927341   
0.0000000766   0.3972591169   4.9976404020   
0.0000000768   0.3893926942   4.9976871261   
0.0000000770   0.3816820403   4.9977329250   
0.0000000772   0.3741240708   4.9977778169   
0.0000000774   0.3667157623   4.9978218200   
0.0000000776   0.3594541512   4.9978649517   
0.0000000778   0.3523363327   4.9979072294   
0.0000000780   0.3453594593   4.9979486698   
0.0000000782   0.3385207403   4.9979892897   
0.0000000784   0.3318174397   4.9980291053   
0.0000000786   0.3252468762   4.9980681324   
0.0000000788   0.3188064213   4.9981063868   
0.0000000790   0.3124934987   4.9981438836   
0.0000000792   0.3063055829   4.9981806379   
0.0000000794   0.3002401986   4.9982166645   
0.0000000796   0.2942949195   4.9982519776   
0.0000000798   0.2884673673   4.9982865915   
0.0000000800   0.2827552108   4.9983205200   
0.0000000802   0.2791387399   4.9983537766   
0.0000000804   0.2795542299   4.9983863747   
0.0000000806   0.2839218411   4.9984183273   
0.0000000808   0.2921633144   4.9984496471   
0.0000000810   0.3042019407   4.9984803468   
0.0000000812   0.3179799547   4.9985104386   
0.0000000814   0.3314851400   4.9985399345   
0.0000000816   0.3447228991   4.9985688463   
0.0000000818   0.3576985275   4.9985971856   
0.0000000820   0.3704172159   4.9986249638   
0.0000000822   0.3828840521   4.9986521918   
0.0000000824   0.3951040231   4.9986788807   
0.0000000826   0.4070820175   4.9987050411   
0.0000000828   0.4188228267   4.9987306834   
0.0000000830   0.4303311475   4.9987558179   
0.0000000832   0.4416115834   4.9987804546   
0.0000000834   0.4526686470   4.9988046034   
0.0000000836   0.4635067615   4.9988282738   
0.0000000838   0.4741302625   4.9988514754   
0.0000000840   0.4845433996   4.9988742174   
0.0000000842   0.4947503385   4.9988965088   
0.0000000844   0.5047551622   4.9989183585   
0.0000000846   0.5145618730   4.9989397750   
0.0000000848   0.5241743937   4.9989607669   
0.0000000850   0.5335965699   4.9989813425   
0.0000000852   0.5428321705   4.9990015097   
0.0000000854   0.5518848901   4.9990212765   
0.0000000856   0.5607583502   4.9990406505   
0.0000000858   0.5694561002   4.9990596391   
0.0000000860   0.5779816196   4.9990782497   
0.0000000862   0.5863383189   4.9990964890   
0.0000000864   0.5945295410   4.9991143640   
0.0000000866   0.6025585626   4.9991318812   
0.0000000868   0.6104285957   4.9991490467   
0.0000000870   0.6181427883   4.9991658665   
0.0000000872   0.6257042265   4.9991823464   
0.0000000874   0.6331159350   4.9991984915   
0.0000000876   0.6403808788   4.9992143071   
0.0000000878   0.6475019640   4.9992297976   
0.0000000880   0.6544820393   4.9992449673   
0.0000000882   0.6613238970   4.9992598200   
0.0000000884   0.6680302740   4.9992743590   
0.0000000886   0.6746038530   4.9992885873   
0.0000000888   0.6810472638   4.9993025071   
0.0000000890   0.6873630837   4.9993161200   
0.0000000892   0.6935538394   4.9993294274   
0.0000000894   0.6996220074   4.9993424295   
0.0000000896   0.7055700150   4.9993551261   
0.0000000898   0.7114002418   4.9993675161   
0.0000000900   0.7171150199   4.9993795977   
0.0000000902   0.7207340604   4.9993913803   
0.0000000904   0.7203210892   4.9994029080   
0.0000000906   0.7159559469   4.9994142393   
0.0000000908   0.7077168936   4.9994254214   
0.0000000910   0.6956806394   4.9994364797   
0.0000000912   0.6819049505   4.9994474125   
0.0000000914   0.6684020443   4.9994581979   
0.0000000916   0.6551665191   4.9994688169   
0.0000000918   0.6421930804   4.9994792582   
0.0000000920   0.6294765384   4.9994895151   
0.0000000922   0.6170118061   4.9994995847   
0.0000000924   0.6047938972   4.9995094658   
0.0000000926   0.5928179242   4.9995191590   
0.0000000928   0.5810790963   4.9995286658   
0.0000000930   0.5695727177   4.9995379883   
0.0000000932   0.5582941854   4.9995471290   
0.0000000934   0.5472389877   4.9995560908   
0.0000000936   0.5364027021   4.9995648766   
0.0000000938   0.5257809940   4.9995734896   
0.0000000940   0.5153696141   4.9995819327   
0.0000000942   0.5051643977   4.9995902093   
0.0000000944   0.4951612624   4.9995983225   
0.0000000946   0.4853562066   4.9996062753   
0.0000000948   0.4757453080   4.9996140709   
0.0000000950   0.4663247219   4.9996217123   
0.0000000952   0.4570906798   4.9996292026   
0.0000000954   0.4480394879   4.9996365446   
0.0000000956   0.4391675253   4.9996437414   
0.0000000958   0.4304712430   4.9996507957   
0.0000000960   0.4219471623   4.9996577103   
0.0000000962   0.4135918733   4.9996644881   
0.0000000964   0.4054020335   4.9996711317   
0.0000000966   0.3973743668   4.9996776438   
0.0000000968   0.3895056619   4.9996840269   
0.0000000970   0.3817927711   4.9996902837   
0.0000000972   0.3742326090   4.9996964165   
0.0000000974   0.3668221512   4.9997024280   
0.0000000976   0.3595584334   4.9997083204   
0.0000000978   0.3524385499   4.9997140961   
0.0000000980   0.3454596525   4.9997197575   
0.0000000982   0.3386189494   4.9997253067   
0.0000000984   0.3319137042   4.9997307461   
0.0000000986   0.3253412345   4.9997360778   
0.0000000988   0.3188989111   4.9997413039   
0.0000000990   0.3125841570   4.9997464265   
0.0000000992   0.3063944460   4.9997514477   
0.0000000994   0.3003273021   4.9997563695   
0.0000000996   0.2943802982   4.9997611938   
0.0000000998   0.2885510553   4.9997659226   

